form	wsafter	testid	anas	lemma	xpostag	separated	previd	prevold	prevclosest
-e	" "	.	[{"lemma": "-e", "tag": "[/QPtcl]", "morphana": "-e[/QPtcl]=-e", "readable": "-e[/QPtcl]", "twolevel": "-:- e:e :[/QPtcl]"}]	-e	[/QPtcl]			.	.
vagy	" "	.	[{"lemma": "vagy", "tag": "[/Adv]", "morphana": "vagy[/Adv]=vagy", "readable": "vagy[/Adv]", "twolevel": "v:v a:a g:g y:y :[/Adv]"}, {"lemma": "vagy", "tag": "[/Cnj]", "morphana": "vagy[/Cnj]=vagy", "readable": "vagy[/Cnj]", "twolevel": "v:v a:a g:g y:y :[/Cnj]"}, {"lemma": "van", "tag": "[/V][Prs.NDef.2Sg]", "morphana": "van[/V]=vagy+[Prs.NDef.2Sg]=", "readable": "van[/V]=vagy + [Prs.NDef.2Sg]", "twolevel": "v:v a:a g:n y: :[/V] :[Prs.NDef.2Sg]"}]	vagy	[/Cnj]			.	.
sem	""	.	[{"lemma": "sem", "tag": "[/Adv]", "morphana": "sem[/Adv]=sem", "readable": "sem[/Adv]", "twolevel": "s:s e:e m:m :[/Adv]"}, {"lemma": "sem", "tag": "[/Cnj]", "morphana": "sem[/Cnj]=sem", "readable": "sem[/Cnj]", "twolevel": "s:s e:e m:m :[/Cnj]"}]	sem	[/Adv]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
hisz	" "	.	[{"lemma": "hisz", "tag": "[/Cnj]", "morphana": "hisz[/Cnj]=hisz", "readable": "hisz[/Cnj]", "twolevel": "h:h i:i s:s z:z :[/Cnj]"}, {"lemma": "hisz", "tag": "[/N][Nom]", "morphana": "hisz[/N]=hisz+[Nom]=", "readable": "hisz[/N] + [Nom]", "twolevel": "h:h i:i s:s z:z :[/N] :[Nom]"}, {"lemma": "hisz", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "hisz[/V]=hisz+[Prs.NDef.3Sg]=", "readable": "hisz[/V] + [Prs.NDef.3Sg]", "twolevel": "h:h i:i s:s z:z :[/V] :[Prs.NDef.3Sg]"}]	hisz	[/Cnj]			.	.
éppen	" "	.	[{"lemma": "éppen", "tag": "[/Adv]", "morphana": "éppen[/Adv]=éppen", "readable": "éppen[/Adv]", "twolevel": "é:é p:p p:p e:e n:n :[/Adv]"}]	éppen	[/Adv]			.	.
ezért	" "	.	[{"lemma": "ez", "tag": "[/Det|Pro][Cau]", "morphana": "ez[/Det|Pro]=ez+ért[Cau]=ért", "readable": "ez[/Det|Pro] + ért[Cau]", "twolevel": "e:e z:z :[/Det|Pro] é:é r:r t:t :[Cau]"}, {"lemma": "ez", "tag": "[/N|Pro][Cau]", "morphana": "ez[/N|Pro]=ez+ért[Cau]=ért", "readable": "ez[/N|Pro] + ért[Cau]", "twolevel": "e:e z:z :[/N|Pro] é:é r:r t:t :[Cau]"}, {"lemma": "ezért", "tag": "[/Adv|Pro]", "morphana": "ezért[/Adv|Pro]=ezért", "readable": "ezért[/Adv|Pro]", "twolevel": "e:e z:z é:é r:r t:t :[/Adv|Pro]"}, {"lemma": "ezért", "tag": "[/Cnj]", "morphana": "ezért[/Cnj]=ezért", "readable": "ezért[/Cnj]", "twolevel": "e:e z:z é:é r:r t:t :[/Cnj]"}]	ezért	[/Adv|Pro]			.	.
javasolta	" "	.	[{"lemma": "javasolta", "tag": "[/N][Poss.3Sg][Nom]", "morphana": "javasol[/V]=javasol+ta[_Ger:tA/N]=t+a[Poss.3Sg]=a+[Nom]=", "readable": "javasol[/V] + ta[_Ger:tA/N]=t + a[Poss.3Sg] + [Nom]", "twolevel": "j:j a:a v:v a:a s:s o:o l:l :[/V] t:t :a :[_Ger:tA/N] a:a :[Poss.3Sg] :[Nom]"}, {"lemma": "javasol", "tag": "[/V][Pst.Def.3Sg]", "morphana": "javasol[/V]=javasol+ta[Pst.Def.3Sg]=ta", "readable": "javasol[/V] + ta[Pst.Def.3Sg]", "twolevel": "j:j a:a v:v a:a s:s o:o l:l :[/V] t:t a:a :[Pst.Def.3Sg]"}, {"lemma": "javasolta", "tag": "[/Adj][Nom]", "morphana": "javasol[/V]=javasol+ta[_PerfPtcp_Subj=tA/Adj]=ta+[Nom]=", "readable": "javasol[/V] + ta[_PerfPtcp_Subj=tA/Adj] + [Nom]", "twolevel": "j:j a:a v:v a:a s:s o:o l:l :[/V] t:t a:a :[_PerfPtcp_Subj=tA/Adj] :[Nom]"}]	javasol	[/V][Pst.Def.3Sg]			.	.
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]			.	.
bizottság	" "	.	[{"lemma": "bizottság", "tag": "[/N][Nom]", "morphana": "bizottság[/N]=bizottság+[Nom]=", "readable": "bizottság[/N] + [Nom]", "twolevel": "b:b i:i z:z o:o t:t t:t s:s á:á g:g :[/N] :[Nom]"}]	bizottság	[/N][Nom]			.	.
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]			.	.
2.	" "	.	[{"lemma": "2", "tag": "[/Num|Digit][_Ord/Adj][Nom][]", "morphana": "2[/Num|Digit]=2+.[_Ord/Adj]=+[Nom]=+[]=.", "readable": "2[/Num|Digit] + .[_Ord/Adj]= + [Nom] + []=.", "twolevel": "2:2 :[/Num|Digit] :. :[_Ord/Adj] :[Nom] .:"}, {"lemma": "2", "tag": "[/Num|Digit][_Ord/Adj][Nom][Punct]", "morphana": "2[/Num|Digit]=2+.[_Ord/Adj]=+[Nom]=+period[Punct]=.", "readable": "2[/Num|Digit] + .[_Ord/Adj]= + [Nom] + period[Punct]=.", "twolevel": "2:2 :[/Num|Digit] :. :[_Ord/Adj] :[Nom] .:p :e :r :i :o :d :[Punct]"}, {"lemma": "2", "tag": "[/Num|Digit][Nom][Punct]", "morphana": "2[/Num|Digit]=2+[Nom]=+period[Punct]=.", "readable": "2[/Num|Digit] + [Nom] + period[Punct]=.", "twolevel": "2:2 :[/Num|Digit] :[Nom] .:p :e :r :i :o :d :[Punct]"}]	2	[/Num|Digit][_Ord/Adj][Nom][]			.	.
határozati	" "	.	[{"lemma": "határozati", "tag": "[/Adj][Nom]", "morphana": "határozat[/N]=határozat+i[_Adjz:i/Adj]=i+[Nom]=", "readable": "határozat[/N] + i[_Adjz:i/Adj] + [Nom]", "twolevel": "h:h a:a t:t á:á r:r o:o z:z a:a t:t :[/N] i:i :[_Adjz:i/Adj] :[Nom]"}, {"lemma": "határozati", "tag": "[/Adj][Nom]", "morphana": "határozati[/Adj]=határozati+[Nom]=", "readable": "határozati[/Adj] + [Nom]", "twolevel": "h:h a:a t:t á:á r:r o:o z:z a:a t:t i:i :[/Adj] :[Nom]"}]	határozati	[/Adj][Nom]			.	.
javaslatot	""	.	[{"lemma": "javaslat", "tag": "[/N][Acc]", "morphana": "javaslat[/N]=javaslat+ot[Acc]=ot", "readable": "javaslat[/N] + ot[Acc]", "twolevel": "j:j a:a v:v a:a s:s l:l a:a t:t :[/N] o:o t:t :[Acc]"}]	javaslat	[/N][Acc]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
hogy	" "	.	[{"lemma": "ahogy", "tag": "[/Adv|Pro|Rel]", "morphana": "ahogy[/Adv|Pro|Rel]=hogy", "readable": "ahogy[/Adv|Pro|Rel]=hogy", "twolevel": "h:a o:h g:o y:g :y :[/Adv|Pro|Rel]"}, {"lemma": "hogy", "tag": "[/Adv|Pro|Int]", "morphana": "hogy[/Adv|Pro|Int]=hogy", "readable": "hogy[/Adv|Pro|Int]", "twolevel": "h:h o:o g:g y:y :[/Adv|Pro|Int]"}, {"lemma": "hogy", "tag": "[/Cnj]", "morphana": "hogy[/Cnj]=hogy", "readable": "hogy[/Cnj]", "twolevel": "h:h o:o g:g y:y :[/Cnj]"}]	hogy	[/Cnj]			.	.
most	" "	.	[{"lemma": "most", "tag": "[/Adv]", "morphana": "most[/Adv]=most", "readable": "most[/Adv]", "twolevel": "m:m o:o s:s t:t :[/Adv]"}]	most	[/Adv]			.	.
konkrétan	" "	.	[{"lemma": "konkrét", "tag": "[/Adj][_Manner/Adv]", "morphana": "konkrét[/Adj]=konkrét+an[_Manner/Adv]=an", "readable": "konkrét[/Adj] + an[_Manner/Adv]", "twolevel": "k:k o:o n:n k:k r:r é:é t:t :[/Adj] a:a n:n :[_Manner/Adv]"}]	konkrét	[/Adj][_Manner/Adv]			.	.
próbáljunk	" "	.	[{"lemma": "próbál", "tag": "[/V][Sbjv.NDef.1Pl]", "morphana": "próbál[/V]=próbál+junk[Sbjv.NDef.1Pl]=junk", "readable": "próbál[/V] + junk[Sbjv.NDef.1Pl]", "twolevel": "p:p r:r ó:ó b:b á:á l:l :[/V] j:j u:u n:n k:k :[Sbjv.NDef.1Pl]"}]	megpr�b�l	[/Prev][/V][Sbjv.NDef.1Pl]	sep	192	209	226
meg	" "	.	[{"lemma": "meg", "tag": "[/Cnj]", "morphana": "meg[/Cnj]=meg", "readable": "meg[/Cnj]", "twolevel": "m:m e:e g:g :[/Cnj]"}, {"lemma": "meg", "tag": "[/Prev]", "morphana": "meg[/Prev]=meg", "readable": "meg[/Prev]", "twolevel": "m:m e:e g:g :[/Prev]"}]		[/Prev]	conn	192	209	226
előrejutni	" "	.	[{"lemma": "előrejut", "tag": "[/V][Inf]", "morphana": "előre[/Prev]=előre+jut[/V]=jut+ni[Inf]=ni", "readable": "előre[/Prev] + jut[/V] + ni[Inf]", "twolevel": "e:e l:l ő:ő r:r e:e :[/Prev] j:j u:u t:t :[/V] n:n i:i :[Inf]"}]	előrejut	[/Prev][/V][Inf]	pfx		.	.
ebben	" "	.	[{"lemma": "eb", "tag": "[/N][Ine]", "morphana": "eb[/N]=eb+ben[Ine]=ben", "readable": "eb[/N] + ben[Ine]", "twolevel": "e:e b:b :[/N] b:b e:e n:n :[Ine]"}, {"lemma": "ez", "tag": "[/Det|Pro][Ine]", "morphana": "ez[/Det|Pro]=eb+ben[Ine]=ben", "readable": "ez[/Det|Pro]=eb + ben[Ine]", "twolevel": "e:e b:z :[/Det|Pro] b:b e:e n:n :[Ine]"}, {"lemma": "ez", "tag": "[/N|Pro][Ine]", "morphana": "ez[/N|Pro]=eb+ben[Ine]=ben", "readable": "ez[/N|Pro]=eb + ben[Ine]", "twolevel": "e:e b:z :[/N|Pro] b:b e:e n:n :[Ine]"}]	ez	[/Det|Pro][Ine]			.	.
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]			.	.
kérdésben	""	.	[{"lemma": "kérdés", "tag": "[/N][Ine]", "morphana": "kérd[/V]=kérd+és[_Ger/N]=és+ben[Ine]=ben", "readable": "kérd[/V] + és[_Ger/N] + ben[Ine]", "twolevel": "k:k é:é r:r d:d :[/V] é:é s:s :[_Ger/N] b:b e:e n:n :[Ine]"}, {"lemma": "kérdés", "tag": "[/N][Ine]", "morphana": "kérdés[/N]=kérdés+ben[Ine]=ben", "readable": "kérdés[/N] + ben[Ine]", "twolevel": "k:k é:é r:r d:d é:é s:s :[/N] b:b e:e n:n :[Ine]"}]	kérdés	[/N][Ine]			.	.
.	"\r\n"	.	[{"lemma": ".", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	.	[Punct]			.	.

Azt	""	.	[{"lemma": "az", "tag": "[/Det|Pro][Acc]", "morphana": "az[/Det|Pro]=az+t[Acc]=t", "readable": "az[/Det|Pro] + t[Acc]", "twolevel": "a:a z:z :[/Det|Pro] t:t :[Acc]"}, {"lemma": "az", "tag": "[/N|Pro][Acc]", "morphana": "az[/N|Pro]=az+t[Acc]=t", "readable": "az[/N|Pro] + t[Acc]", "twolevel": "a:a z:z :[/N|Pro] t:t :[Acc]"}]	az	[/Det|Pro][Acc]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
hogy	" "	.	[{"lemma": "ahogy", "tag": "[/Adv|Pro|Rel]", "morphana": "ahogy[/Adv|Pro|Rel]=hogy", "readable": "ahogy[/Adv|Pro|Rel]=hogy", "twolevel": "h:a o:h g:o y:g :y :[/Adv|Pro|Rel]"}, {"lemma": "hogy", "tag": "[/Adv|Pro|Int]", "morphana": "hogy[/Adv|Pro|Int]=hogy", "readable": "hogy[/Adv|Pro|Int]", "twolevel": "h:h o:o g:g y:y :[/Adv|Pro|Int]"}, {"lemma": "hogy", "tag": "[/Cnj]", "morphana": "hogy[/Cnj]=hogy", "readable": "hogy[/Cnj]", "twolevel": "h:h o:o g:g y:y :[/Cnj]"}]	hogy	[/Cnj]			.	.
mi	" "	.	[{"lemma": "ami", "tag": "[/Det|Pro|Rel]", "morphana": "ami[/Det|Pro|Rel]=mi", "readable": "ami[/Det|Pro|Rel]=mi", "twolevel": "m:a i:m :i :[/Det|Pro|Rel]"}, {"lemma": "ami", "tag": "[/N|Pro|Rel][Nom]", "morphana": "ami[/N|Pro|Rel]=mi+[Nom]=", "readable": "ami[/N|Pro|Rel]=mi + [Nom]", "twolevel": "m:a i:m :i :[/N|Pro|Rel] :[Nom]"}, {"lemma": "mi", "tag": "[/Adj|Pro|Int][Nom]", "morphana": "mi[/Adj|Pro|Int]=mi+[Nom]=", "readable": "mi[/Adj|Pro|Int] + [Nom]", "twolevel": "m:m i:i :[/Adj|Pro|Int] :[Nom]"}, {"lemma": "mi", "tag": "[/N|Pro][1Pl][Nom]", "morphana": "mi[/N|Pro]=mi+[1Pl]=+[Nom]=", "readable": "mi[/N|Pro] + [1Pl] + [Nom]", "twolevel": "m:m i:i :[/N|Pro] :[ :1 :P :l :] :[Nom]"}, {"lemma": "mi", "tag": "[/N|Pro|Int][Nom]", "morphana": "mi[/N|Pro|Int]=mi+[Nom]=", "readable": "mi[/N|Pro|Int] + [Nom]", "twolevel": "m:m i:i :[/N|Pro|Int] :[Nom]"}]	mi	[/N|Pro|Int][Nom]			.	.
módon	" "	.	[{"lemma": "mód", "tag": "[/N][Supe]", "morphana": "mód[/N]=mód+on[Supe]=on", "readable": "mód[/N] + on[Supe]", "twolevel": "m:m ó:ó d:d :[/N] o:o n:n :[Supe]"}]	mód	[/N][Supe]			.	.
teszi	" "	v189	[{"lemma": "tesz", "tag": "[/V][Prs.Def.3Sg]", "morphana": "tesz[/V]=tesz+i[Prs.Def.3Sg]=i", "readable": "tesz[/V] + i[Prs.Def.3Sg]", "twolevel": "t:t e:e s:s z:z :[/V] i:i :[Prs.Def.3Sg]"}]	tesz	[/V][Prs.Def.3Sg]			210	227
ezt	" "	.	[{"lemma": "ez", "tag": "[/Det|Pro][Acc]", "morphana": "ez[/Det|Pro]=ez+t[Acc]=t", "readable": "ez[/Det|Pro] + t[Acc]", "twolevel": "e:e z:z :[/Det|Pro] t:t :[Acc]"}, {"lemma": "ez", "tag": "[/N|Pro][Acc]", "morphana": "ez[/N|Pro]=ez+t[Acc]=t", "readable": "ez[/N|Pro] + t[Acc]", "twolevel": "e:e z:z :[/N|Pro] t:t :[Acc]"}]	ez	[/Det|Pro][Acc]			.	.
meg	" "	p189	[{"lemma": "meg", "tag": "[/Cnj]", "morphana": "meg[/Cnj]=meg", "readable": "meg[/Cnj]", "twolevel": "m:m e:e g:g :[/Cnj]"}, {"lemma": "meg", "tag": "[/Prev]", "morphana": "meg[/Prev]=meg", "readable": "meg[/Prev]", "twolevel": "m:m e:e g:g :[/Prev]"}]	meg	[/Prev]			210	227
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]			.	.
koalíció	" "	.	[{"lemma": "koalíció", "tag": "[/N][Nom]", "morphana": "koalíció[/N]=koalíció+[Nom]=", "readable": "koalíció[/N] + [Nom]", "twolevel": "k:k o:o a:a l:l í:í c:c i:i ó:ó :[/N] :[Nom]"}]	koalíció	[/N][Nom]			.	.
vagy	" "	.	[{"lemma": "vagy", "tag": "[/Adv]", "morphana": "vagy[/Adv]=vagy", "readable": "vagy[/Adv]", "twolevel": "v:v a:a g:g y:y :[/Adv]"}, {"lemma": "vagy", "tag": "[/Cnj]", "morphana": "vagy[/Cnj]=vagy", "readable": "vagy[/Cnj]", "twolevel": "v:v a:a g:g y:y :[/Cnj]"}, {"lemma": "van", "tag": "[/V][Prs.NDef.2Sg]", "morphana": "van[/V]=vagy+[Prs.NDef.2Sg]=", "readable": "van[/V]=vagy + [Prs.NDef.2Sg]", "twolevel": "v:v a:a g:n y: :[/V] :[Prs.NDef.2Sg]"}]	vagy	[/Cnj]			.	.
mi	" "	.	[{"lemma": "ami", "tag": "[/Det|Pro|Rel]", "morphana": "ami[/Det|Pro|Rel]=mi", "readable": "ami[/Det|Pro|Rel]=mi", "twolevel": "m:a i:m :i :[/Det|Pro|Rel]"}, {"lemma": "ami", "tag": "[/N|Pro|Rel][Nom]", "morphana": "ami[/N|Pro|Rel]=mi+[Nom]=", "readable": "ami[/N|Pro|Rel]=mi + [Nom]", "twolevel": "m:a i:m :i :[/N|Pro|Rel] :[Nom]"}, {"lemma": "mi", "tag": "[/Adj|Pro|Int][Nom]", "morphana": "mi[/Adj|Pro|Int]=mi+[Nom]=", "readable": "mi[/Adj|Pro|Int] + [Nom]", "twolevel": "m:m i:i :[/Adj|Pro|Int] :[Nom]"}, {"lemma": "mi", "tag": "[/N|Pro][1Pl][Nom]", "morphana": "mi[/N|Pro]=mi+[1Pl]=+[Nom]=", "readable": "mi[/N|Pro] + [1Pl] + [Nom]", "twolevel": "m:m i:i :[/N|Pro] :[ :1 :P :l :] :[Nom]"}, {"lemma": "mi", "tag": "[/N|Pro|Int][Nom]", "morphana": "mi[/N|Pro|Int]=mi+[Nom]=", "readable": "mi[/N|Pro|Int] + [Nom]", "twolevel": "m:m i:i :[/N|Pro|Int] :[Nom]"}]	mi	[/N|Pro|Int][Nom]			.	.
módon	" "	.	[{"lemma": "mód", "tag": "[/N][Supe]", "morphana": "mód[/N]=mód+on[Supe]=on", "readable": "mód[/N] + on[Supe]", "twolevel": "m:m ó:ó d:d :[/N] o:o n:n :[Supe]"}]	mód	[/N][Supe]			.	.
nem	""	.	[{"lemma": "nem", "tag": "[/Adv]", "morphana": "nem[/Adv]=nem", "readable": "nem[/Adv]", "twolevel": "n:n e:e m:m :[/Adv]"}, {"lemma": "nem", "tag": "[/Inj-Utt]", "morphana": "nem[/Inj-Utt]=nem", "readable": "nem[/Inj-Utt]", "twolevel": "n:n e:e m:m :[/Inj-Utt]"}, {"lemma": "nem", "tag": "[/N][Nom]", "morphana": "nem[/N]=nem+[Nom]=", "readable": "nem[/N] + [Nom]", "twolevel": "n:n e:e m:m :[/N] :[Nom]"}]	nem	[/Adv]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
azzal	" "	.	[{"lemma": "az", "tag": "[/Det|Pro][Ins]", "morphana": "az[/Det|Pro]=az+zal[Ins]=zal", "readable": "az[/Det|Pro] + zal[Ins]", "twolevel": "a:a z:z :[/Det|Pro] z:z a:a l:l :[Ins]"}, {"lemma": "az", "tag": "[/N|Pro][Ins]", "morphana": "az[/N|Pro]=az+zal[Ins]=zal", "readable": "az[/N|Pro] + zal[Ins]", "twolevel": "a:a z:z :[/N|Pro] z:z a:a l:l :[Ins]"}]	az	[/Det|Pro][Ins]			.	.
van	""	.	[{"lemma": "van", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "van[/V]=van+[Prs.NDef.3Sg]=", "readable": "van[/V] + [Prs.NDef.3Sg]", "twolevel": "v:v a:a n:n :[/V] :[Prs.NDef.3Sg]"}]	van	[/V][Prs.NDef.3Sg]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
amikor	" "	.	[{"lemma": "ami", "tag": "[/N|Pro|Rel][Temp]", "morphana": "ami[/N|Pro|Rel]=ami+kor[Temp]=kor", "readable": "ami[/N|Pro|Rel] + kor[Temp]", "twolevel": "a:a m:m i:i :[/N|Pro|Rel] k:k o:o r:r :[Temp]"}, {"lemma": "amikor", "tag": "[/Adv|Pro|Rel]", "morphana": "amikor[/Adv|Pro|Rel]=amikor", "readable": "amikor[/Adv|Pro|Rel]", "twolevel": "a:a m:m i:i k:k o:o r:r :[/Adv|Pro|Rel]"}, {"lemma": "amikor", "tag": "[/Cnj]", "morphana": "amikor[/Cnj]=amikor", "readable": "amikor[/Cnj]", "twolevel": "a:a m:m i:i k:k o:o r:r :[/Cnj]"}]	amikor	[/Adv|Pro|Rel]			.	.
egyetértünk	""	.	[{"lemma": "egyetért", "tag": "[/V][Prs.NDef.1Pl]", "morphana": "egyet[/Prev]=egyet+ért[/V]=ért+ünk[Prs.NDef.1Pl]=ünk", "readable": "egyet[/Prev] + ért[/V] + ünk[Prs.NDef.1Pl]", "twolevel": "e:e g:g y:y e:e t:t :[/Prev] é:é r:r t:t :[/V] ü:ü n:n k:k :[Prs.NDef.1Pl]"}]	egyetért	[/Prev][/V][Prs.NDef.1Pl]	pfx		.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
és	" "	.	[{"lemma": "és", "tag": "[/Cnj]", "morphana": "és[/Cnj]=és", "readable": "és[/Cnj]", "twolevel": "é:é s:s :[/Cnj]"}]	és	[/Cnj]			.	.
van	""	.	[{"lemma": "van", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "van[/V]=van+[Prs.NDef.3Sg]=", "readable": "van[/V] + [Prs.NDef.3Sg]", "twolevel": "v:v a:a n:n :[/V] :[Prs.NDef.3Sg]"}]	van	[/V][Prs.NDef.3Sg]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
amikor	" "	.	[{"lemma": "ami", "tag": "[/N|Pro|Rel][Temp]", "morphana": "ami[/N|Pro|Rel]=ami+kor[Temp]=kor", "readable": "ami[/N|Pro|Rel] + kor[Temp]", "twolevel": "a:a m:m i:i :[/N|Pro|Rel] k:k o:o r:r :[Temp]"}, {"lemma": "amikor", "tag": "[/Adv|Pro|Rel]", "morphana": "amikor[/Adv|Pro|Rel]=amikor", "readable": "amikor[/Adv|Pro|Rel]", "twolevel": "a:a m:m i:i k:k o:o r:r :[/Adv|Pro|Rel]"}, {"lemma": "amikor", "tag": "[/Cnj]", "morphana": "amikor[/Cnj]=amikor", "readable": "amikor[/Cnj]", "twolevel": "a:a m:m i:i k:k o:o r:r :[/Cnj]"}]	amikor	[/Adv|Pro|Rel]			.	.
nem	""	.	[{"lemma": "nem", "tag": "[/Adv]", "morphana": "nem[/Adv]=nem", "readable": "nem[/Adv]", "twolevel": "n:n e:e m:m :[/Adv]"}, {"lemma": "nem", "tag": "[/Inj-Utt]", "morphana": "nem[/Inj-Utt]=nem", "readable": "nem[/Inj-Utt]", "twolevel": "n:n e:e m:m :[/Inj-Utt]"}, {"lemma": "nem", "tag": "[/N][Nom]", "morphana": "nem[/N]=nem+[Nom]=", "readable": "nem[/N] + [Nom]", "twolevel": "n:n e:e m:m :[/N] :[Nom]"}]	nem	[/Adv]			.	.
.	"\r\n"	.	[{"lemma": ".", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	.	[Punct]			.	.

Kettő	""	.	[{"lemma": "kettő", "tag": "[/Num][Nom]", "morphana": "kettő[/Num]=kettő+[Nom]=", "readable": "kettő[/Num] + [Nom]", "twolevel": "k:k e:e t:t t:t ő:ő :[/Num] :[Nom]"}]	kettő	[/Num][Nom]			.	.
:	" "	.	[{"lemma": ":", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	:	[Punct]			.	.
ha	" "	.	[{"lemma": "ha", "tag": "[/Cnj]", "morphana": "ha[/Cnj]=ha", "readable": "ha[/Cnj]", "twolevel": "h:h a:a :[/Cnj]"}, {"lemma": "ha", "tag": "[/Inj-Utt]", "morphana": "ha[/Inj-Utt]=ha", "readable": "ha[/Inj-Utt]", "twolevel": "h:h a:a :[/Inj-Utt]"}, {"lemma": "ha", "tag": "[/N][Nom]", "morphana": "ha[/N|Unit|Abbr]=ha+[Nom]=", "readable": "ha[/N|Unit|Abbr] + [Nom]", "twolevel": "h:h a:a :[/N|Unit|Abbr] :[Nom]"}]	ha	[/Cnj]			.	.
