form	wsafter	testid	anas	lemma	xpostag
az	" "	.	[{"lemma": "az", "tag": "[/Det|Art.Def]", "morphana": "az[/Det|Art.Def]=az", "readable": "az[/Det|Art.Def]", "twolevel": "a:a z:z :[/Det|Art.Def]"}, {"lemma": "az", "tag": "[/Det|Pro][Nom]", "morphana": "az[/Det|Pro]=az+[Nom]=", "readable": "az[/Det|Pro] + [Nom]", "twolevel": "a:a z:z :[/Det|Pro] :[Nom]"}, {"lemma": "az", "tag": "[/N|Pro][Nom]", "morphana": "az[/N|Pro]=az+[Nom]=", "readable": "az[/N|Pro] + [Nom]", "twolevel": "a:a z:z :[/N|Pro] :[Nom]"}]	az	[/Det|Art.Def]
Európában	" "	.	[{"lemma": "Európa", "tag": "[/N][Ine]", "morphana": "Európa[/N]=Európá+ban[Ine]=ban", "readable": "Európa[/N]=Európá + ban[Ine]", "twolevel": "E:E u:u r:r ó:ó p:p á:a :[/N] b:b a:a n:n :[Ine]"}]	Európa	[/N][Ine]
szokatlan	" "	.	[{"lemma": "szokatlan", "tag": "[/Adj][Nom]", "morphana": "szokik[/V]=szok+atlan[_NegPtcp/Adj]=atlan+[Nom]=", "readable": "szokik[/V]=szok + atlan[_NegPtcp/Adj] + [Nom]", "twolevel": "s:s z:z o:o k:k :i :k :[/V] a:a t:t l:l a:a n:n :[_NegPtcp/Adj] :[Nom]"}, {"lemma": "szokatlan", "tag": "[/Adj][_Manner:0/Adv]", "morphana": "szokik[/V]=szok+atlan[_NegPtcp/Adj]=atlan+[_Manner:0/Adv]=", "readable": "szokik[/V]=szok + atlan[_NegPtcp/Adj] + [_Manner:0/Adv]", "twolevel": "s:s z:z o:o k:k :i :k :[/V] a:a t:t l:l a:a n:n :[_NegPtcp/Adj] :[_Manner:0/Adv]"}, {"lemma": "szokatlan", "tag": "[/Adj][Nom]", "morphana": "szokatlan[/Adj]=szokatlan+[Nom]=", "readable": "szokatlan[/Adj] + [Nom]", "twolevel": "s:s z:z o:o k:k a:a t:t l:l a:a n:n :[/Adj] :[Nom]"}, {"lemma": "szokatlan", "tag": "[/Adj][_Manner:0/Adv]", "morphana": "szokatlan[/Adj]=szokatlan+[_Manner:0/Adv]=", "readable": "szokatlan[/Adj] + [_Manner:0/Adv]", "twolevel": "s:s z:z o:o k:k a:a t:t l:l a:a n:n :[/Adj] :[_Manner:0/Adv]"}]	szokatlan	[/Adj][Nom]
kétharmados	" "	.	[{"lemma": "kétharmados", "tag": "[/Adj][Nom]", "morphana": "két[/Num|Attr]=két+három[/Num]=harm+ad[_Frac/Num]=ad+os[_Adjz:s/Adj]=os+[Nom]=", "readable": "két[/Num|Attr] + három[/Num]=harm + ad[_Frac/Num] + os[_Adjz:s/Adj] + [Nom]", "twolevel": "k:k é:é t:t :[/Num|Attr] h:h a:á r:r m:o :m :[/Num] a:a d:d :[_Frac/Num] o:o s:s :[_Adjz:s/Adj] :[Nom]"}, {"lemma": "kétharmados", "tag": "[/N][Nom]", "morphana": "két[/Num|Attr]=két+három[/Num]=harm+ad[_Frac/Num]=ad+os[_Nz:s/N]=os+[Nom]=", "readable": "két[/Num|Attr] + három[/Num]=harm + ad[_Frac/Num] + os[_Nz:s/N] + [Nom]", "twolevel": "k:k é:é t:t :[/Num|Attr] h:h a:á r:r m:o :m :[/Num] a:a d:d :[_Frac/Num] o:o s:s :[_Nz:s/N] :[Nom]"}]	kétharmados	[/Adj][Nom]
mandátumarány	" "	.	[{"lemma": "mandátumarány", "tag": "[/N][Nom]", "morphana": "mandátum[/N]=mandátum+arány[/N]=arány+[Nom]=", "readable": "mandátum[/N] + arány[/N] + [Nom]", "twolevel": "m:m a:a n:n d:d á:á t:t u:u m:m :[/N] a:a r:r á:á n:n y:y :[/N] :[Nom]"}]	mandátumarány	[/N][Nom]
miatti	" "	.	[{"lemma": "miatti", "tag": "[/Adj][Nom]", "morphana": "miatt[/Post]=miatt+i[_Adjz:i/Adj]=i+[Nom]=", "readable": "miatt[/Post] + i[_Adjz:i/Adj] + [Nom]", "twolevel": "m:m i:i a:a t:t t:t :[/Post] i:i :[_Adjz:i/Adj] :[Nom]"}]	miatti	[/Adj][Nom]
aggodalomból	" "	.	[{"lemma": "aggodalom", "tag": "[/N][Ela]", "morphana": "aggodalom[/N]=aggodalom+ból[Ela]=ból", "readable": "aggodalom[/N] + ból[Ela]", "twolevel": "a:a g:g g:g o:o d:d a:a l:l o:o m:m :[/N] b:b ó:ó l:l :[Ela]"}]	aggodalom	[/N][Ela]
fakadnak	""	.	[{"lemma": "fakad", "tag": "[/V][Prs.NDef.3Pl]", "morphana": "fakad[/V]=fakad+nak[Prs.NDef.3Pl]=nak", "readable": "fakad[/V] + nak[Prs.NDef.3Pl]", "twolevel": "f:f a:a k:k a:a d:d :[/V] n:n a:a k:k :[ :P :r :s :. :N :D :e :f :. :3 :P :l :]"}]	fakad	[/V][Prs.NDef.3Pl]
;	" "	.	[{"lemma": ";", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	;	[Punct]
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
különadók	" "	.	[{"lemma": "különadó", "tag": "[/Adj][Pl][Nom]", "morphana": "külön[/CmpdPfx]=külön+ad[/V]=ad+ó[_ImpfPtcp/Adj]=ó+k[Pl]=k+[Nom]=", "readable": "külön[/CmpdPfx] + ad[/V] + ó[_ImpfPtcp/Adj] + k[Pl] + [Nom]", "twolevel": "k:k ü:ü l:l ö:ö n:n :[/CmpdPfx] a:a d:d :[/V] ó:ó :[_ImpfPtcp/Adj] k:k :[Pl] :[Nom]"}, {"lemma": "különadó", "tag": "[/N][Pl][Nom]", "morphana": "külön[/CmpdPfx]=külön+adó[/N]=adó+k[Pl]=k+[Nom]=", "readable": "külön[/CmpdPfx] + adó[/N] + k[Pl] + [Nom]", "twolevel": "k:k ü:ü l:l ö:ö n:n :[/CmpdPfx] a:a d:d ó:ó :[/N] k:k :[Pl] :[Nom]"}, {"lemma": "különadó", "tag": "[/Adj][Pl][Nom]", "morphana": "külön[/Prev]=külön+ad[/V]=ad+ó[_ImpfPtcp/Adj]=ó+k[Pl]=k+[Nom]=", "readable": "külön[/Prev] + ad[/V] + ó[_ImpfPtcp/Adj] + k[Pl] + [Nom]", "twolevel": "k:k ü:ü l:l ö:ö n:n :[/Prev] a:a d:d :[/V] ó:ó :[_ImpfPtcp/Adj] k:k :[Pl] :[Nom]"}]	különadó	[/N][Pl][Nom]
okozta	" "	.	[{"lemma": "okozta", "tag": "[/N][Poss.3Sg][Nom]", "morphana": "ok[/N]=ok+oz[_NVbz_Tr:z/V]=oz+ta[_Ger:tA/N]=t+a[Poss.3Sg]=a+[Nom]=", "readable": "ok[/N] + oz[_NVbz_Tr:z/V] + ta[_Ger:tA/N]=t + a[Poss.3Sg] + [Nom]", "twolevel": "o:o k:k :[/N] o:o z:z :[_NVbz_Tr:z/V] t:t :a :[_Ger:tA/N] a:a :[Poss.3Sg] :[Nom]"}, {"lemma": "okoz", "tag": "[/V][Pst.Def.3Sg]", "morphana": "ok[/N]=ok+oz[_NVbz_Tr:z/V]=oz+ta[Pst.Def.3Sg]=ta", "readable": "ok[/N] + oz[_NVbz_Tr:z/V] + ta[Pst.Def.3Sg]", "twolevel": "o:o k:k :[/N] o:o z:z :[_NVbz_Tr:z/V] t:t a:a :[Pst.Def.3Sg]"}, {"lemma": "okozta", "tag": "[/Adj][Nom]", "morphana": "ok[/N]=ok+oz[_NVbz_Tr:z/V]=oz+ta[_PerfPtcp_Subj=tA/Adj]=ta+[Nom]=", "readable": "ok[/N] + oz[_NVbz_Tr:z/V] + ta[_PerfPtcp_Subj=tA/Adj] + [Nom]", "twolevel": "o:o k:k :[/N] o:o z:z :[_NVbz_Tr:z/V] t:t a:a :[_PerfPtcp_Subj=tA/Adj] :[Nom]"}, {"lemma": "okozik", "tag": "[/V][Pst.Def.3Sg]", "morphana": "ok[/N]=ok+ozik[_NVbz_Ntr:zik/V]=oz+ta[Pst.Def.3Sg]=ta", "readable": "ok[/N] + ozik[_NVbz_Ntr:zik/V]=oz + ta[Pst.Def.3Sg]", "twolevel": "o:o k:k :[/N] o:o z:z :i :k :[_NVbz_Ntr:zik/V] t:t a:a :[Pst.Def.3Sg]"}, {"lemma": "okozta", "tag": "[/N][Poss.3Sg][Nom]", "morphana": "okoz[/V]=okoz+ta[_Ger:tA/N]=t+a[Poss.3Sg]=a+[Nom]=", "readable": "okoz[/V] + ta[_Ger:tA/N]=t + a[Poss.3Sg] + [Nom]", "twolevel": "o:o k:k o:o z:z :[/V] t:t :a :[_Ger:tA/N] a:a :[Poss.3Sg] :[Nom]"}, {"lemma": "okoz", "tag": "[/V][Pst.Def.3Sg]", "morphana": "okoz[/V]=okoz+ta[Pst.Def.3Sg]=ta", "readable": "okoz[/V] + ta[Pst.Def.3Sg]", "twolevel": "o:o k:k o:o z:z :[/V] t:t a:a :[Pst.Def.3Sg]"}, {"lemma": "okozta", "tag": "[/Adj][Nom]", "morphana": "okoz[/V]=okoz+ta[_PerfPtcp_Subj=tA/Adj]=ta+[Nom]=", "readable": "okoz[/V] + ta[_PerfPtcp_Subj=tA/Adj] + [Nom]", "twolevel": "o:o k:k o:o z:z :[/V] t:t a:a :[_PerfPtcp_Subj=tA/Adj] :[Nom]"}, {"lemma": "okozta", "tag": "[/Adj|Attr][Nom]", "morphana": "okozta[/Adj|Attr]=okozta+[Nom]=", "readable": "okozta[/Adj|Attr] + [Nom]", "twolevel": "o:o k:k o:o z:z t:t a:a :[/Adj|Attr] :[Nom]"}]	okoz	[/V][Pst.Def.3Sg]
gazdasági	" "	.	[{"lemma": "gazdasági", "tag": "[/Adj][Nom]", "morphana": "Gazda[/N]=gazda+ság[_Nz_Abstr/N]=ság+i[_Adjz:i/Adj]=i+[Nom]=", "readable": "Gazda[/N]=gazda + ság[_Nz_Abstr/N] + i[_Adjz:i/Adj] + [Nom]", "twolevel": "g:G a:a z:z d:d a:a :[/N] s:s á:á g:g :[_Nz_Abstr/N] i:i :[_Adjz:i/Adj] :[Nom]"}, {"lemma": "gazdasági", "tag": "[/Adj][Nom]", "morphana": "gazda[/N]=gazda+ság[_Nz_Abstr/N]=ság+i[_Adjz:i/Adj]=i+[Nom]=", "readable": "gazda[/N] + ság[_Nz_Abstr/N] + i[_Adjz:i/Adj] + [Nom]", "twolevel": "g:g a:a z:z d:d a:a :[/N] s:s á:á g:g :[_Nz_Abstr/N] i:i :[_Adjz:i/Adj] :[Nom]"}, {"lemma": "gazdasági", "tag": "[/Adj][Nom]", "morphana": "gazdaság[/N]=gazdaság+i[_Adjz:i/Adj]=i+[Nom]=", "readable": "gazdaság[/N] + i[_Adjz:i/Adj] + [Nom]", "twolevel": "g:g a:a z:z d:d a:a s:s á:á g:g :[/N] i:i :[_Adjz:i/Adj] :[Nom]"}, {"lemma": "gazdasági", "tag": "[/Adj][Nom]", "morphana": "gazdasági[/Adj]=gazdasági+[Nom]=", "readable": "gazdasági[/Adj] + [Nom]", "twolevel": "g:g a:a z:z d:d a:a s:s á:á g:g i:i :[/Adj] :[Nom]"}]	gazdasági	[/Adj][Nom]
érdeksérelmet	" "	.	[{"lemma": "érdeksérelem", "tag": "[/N][Acc]", "morphana": "érdek[/N]=érdek+sérelem[/N]=sérelm+et[Acc]=et", "readable": "érdek[/N] + sérelem[/N]=sérelm + et[Acc]", "twolevel": "é:é r:r d:d e:e k:k :[/N] s:s é:é r:r e:e l:l :e m:m :[/N] e:e t:t :[Acc]"}]	érdeksérelem	[/N][Acc]
akarják	" "	.	[{"lemma": "akar", "tag": "[/V][Prs.Def.3Pl]", "morphana": "akar[/V]=akar+ják[Prs.Def.3Pl]=ják", "readable": "akar[/V] + ják[Prs.Def.3Pl]", "twolevel": "a:a k:k a:a r:r :[/V] j:j á:á k:k :[Prs.Def.3Pl]"}, {"lemma": "akar", "tag": "[/V][Sbjv.Def.3Pl]", "morphana": "akar[/V]=akar+ják[Sbjv.Def.3Pl]=ják", "readable": "akar[/V] + ják[Sbjv.Def.3Pl]", "twolevel": "a:a k:k a:a r:r :[/V] j:j á:á k:k :[Sbjv.Def.3Pl]"}]	akar	[/V][Prs.Def.3Pl]
megtorolni	""	.	[{"lemma": "megtorol", "tag": "[/V][Inf]", "morphana": "meg[/Prev]=meg+torol[/V]=torol+ni[Inf]=ni", "readable": "meg[/Prev] + torol[/V] + ni[Inf]", "twolevel": "m:m e:e g:g :[/Prev] t:t o:o r:r o:o l:l :[/V] n:n i:i :[Inf]"}]	megtorol	[/V][Inf]
;	" "	.	[{"lemma": ";", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	;	[Punct]
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
nemzetközi	" "	.	[{"lemma": "nemzetközi", "tag": "[/Adj][Nom]", "morphana": "nemzet[/N]=nemzet+köz[/N]=köz+i[_Adjz:i/Adj]=i+[Nom]=", "readable": "nemzet[/N] + köz[/N] + i[_Adjz:i/Adj] + [Nom]", "twolevel": "n:n e:e m:m z:z e:e t:t :[/N] k:k ö:ö z:z :[/N] i:i :[_Adjz:i/Adj] :[Nom]"}, {"lemma": "nemzetközi", "tag": "[/Adj][Nom]", "morphana": "nemzet[/N]=nemzet+közi[/Adj]=közi+[Nom]=", "readable": "nemzet[/N] + közi[/Adj] + [Nom]", "twolevel": "n:n e:e m:m z:z e:e t:t :[/N] k:k ö:ö z:z i:i :[/Adj] :[Nom]"}, {"lemma": "nemzetközi", "tag": "[/Adj][Nom]", "morphana": "nemzetközi[/Adj]=nemzetközi+[Nom]=", "readable": "nemzetközi[/Adj] + [Nom]", "twolevel": "n:n e:e m:m z:z e:e t:t k:k ö:ö z:z i:i :[/Adj] :[Nom]"}]	nemzetközi	[/Adj][Nom]
baloldal	" "	.	[{"lemma": "baloldal", "tag": "[/N][Nom]", "morphana": "baloldal[/N]=baloldal+[Nom]=", "readable": "baloldal[/N] + [Nom]", "twolevel": "b:b a:a l:l o:o l:l d:d a:a l:l :[/N] :[Nom]"}]	baloldal	[/N][Nom]
akarja	" "	.	[{"lemma": "akar", "tag": "[/V][Prs.Def.3Sg]", "morphana": "akar[/V]=akar+ja[Prs.Def.3Sg]=ja", "readable": "akar[/V] + ja[Prs.Def.3Sg]", "twolevel": "a:a k:k a:a r:r :[/V] j:j a:a :[Prs.Def.3Sg]"}, {"lemma": "akar", "tag": "[/V][Sbjv.Def.3Sg]", "morphana": "akar[/V]=akar+ja[Sbjv.Def.3Sg]=ja", "readable": "akar[/V] + ja[Sbjv.Def.3Sg]", "twolevel": "a:a k:k a:a r:r :[/V] j:j a:a :[Sbjv.Def.3Sg]"}]	akar	[/V][Prs.Def.3Sg]
lejáratni	" "	.	[{"lemma": "lejár", "tag": "[/V][_Caus/V][Inf]", "morphana": "le[/Prev]=le+jár[/V]=jár+at[_Caus/V]=at+ni[Inf]=ni", "readable": "le[/Prev] + jár[/V] + at[_Caus/V] + ni[Inf]", "twolevel": "l:l e:e :[/Prev] j:j á:á r:r :[/V] a:a t:t :[_Caus/V] n:n i:i :[Inf]"}, {"lemma": "lejárat", "tag": "[/V][Inf]", "morphana": "le[/Prev]=le+járat[/V]=járat+ni[Inf]=ni", "readable": "le[/Prev] + járat[/V] + ni[Inf]", "twolevel": "l:l e:e :[/Prev] j:j á:á r:r a:a t:t :[/V] n:n i:i :[Inf]"}]	lejár	[/V][_Caus/V][Inf]
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
jobboldali	" "	.	[{"lemma": "jobboldali", "tag": "[/Adj][Nom]", "morphana": "jobb[/N]=jobb+oldal[/N]=oldal+i[_Adjz:i/Adj]=i+[Nom]=", "readable": "jobb[/N] + oldal[/N] + i[_Adjz:i/Adj] + [Nom]", "twolevel": "j:j o:o b:b b:b :[/N] o:o l:l d:d a:a l:l :[/N] i:i :[_Adjz:i/Adj] :[Nom]"}, {"lemma": "jobboldali", "tag": "[/Adj][Nom]", "morphana": "jobboldal[/N]=jobboldal+i[_Adjz:i/Adj]=i+[Nom]=", "readable": "jobboldal[/N] + i[_Adjz:i/Adj] + [Nom]", "twolevel": "j:j o:o b:b b:b o:o l:l d:d a:a l:l :[/N] i:i :[_Adjz:i/Adj] :[Nom]"}, {"lemma": "jobboldali", "tag": "[/Adj][Nom]", "morphana": "jobboldali[/Adj]=jobboldali+[Nom]=", "readable": "jobboldali[/Adj] + [Nom]", "twolevel": "j:j o:o b:b b:b o:o l:l d:d a:a l:l i:i :[/Adj] :[Nom]"}, {"lemma": "jobboldali", "tag": "[/N][Nom]", "morphana": "jobboldali[/N]=jobboldali+[Nom]=", "readable": "jobboldali[/N] + [Nom]", "twolevel": "j:j o:o b:b b:b o:o l:l d:d a:a l:l i:i :[/N] :[Nom]"}]	jobboldali	[/Adj][Nom]
magyar	" "	.	[{"lemma": "magyar", "tag": "[/Adj][Nom]", "morphana": "magyar[/Adj|nat]=magyar+[Nom]=", "readable": "magyar[/Adj|nat] + [Nom]", "twolevel": "m:m a:a g:g y:y a:a r:r :[/Adj|nat] :[Nom]"}]	magyar	[/Adj][Nom]
kormány	""	.	[{"lemma": "kormány", "tag": "[/N][Nom]", "morphana": "kormány[/N]=kormány+[Nom]=", "readable": "kormány[/N] + [Nom]", "twolevel": "k:k o:o r:r m:m á:á n:n y:y :[/N] :[Nom]"}]	kormány	[/N][Nom]
;	" "	.	[{"lemma": ";", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	;	[Punct]
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
feszültségeket	" "	.	[{"lemma": "feszültség", "tag": "[/N][Pl][Acc]", "morphana": "feszül[/V]=feszül+t[_PerfPtcp/Adj]=t+ség[_Nz_Abstr/N]=ség+ek[Pl]=ek+et[Acc]=et", "readable": "feszül[/V] + t[_PerfPtcp/Adj] + ség[_Nz_Abstr/N] + ek[Pl] + et[Acc]", "twolevel": "f:f e:e s:s z:z ü:ü l:l :[/V] t:t :[_PerfPtcp/Adj] s:s é:é g:g :[_Nz_Abstr/N] e:e k:k :[Pl] e:e t:t :[Acc]"}, {"lemma": "feszültség", "tag": "[/N][Pl][Acc]", "morphana": "feszült[/Adj]=feszült+ség[_Nz_Abstr/N]=ség+ek[Pl]=ek+et[Acc]=et", "readable": "feszült[/Adj] + ség[_Nz_Abstr/N] + ek[Pl] + et[Acc]", "twolevel": "f:f e:e s:s z:z ü:ü l:l t:t :[/Adj] s:s é:é g:g :[_Nz_Abstr/N] e:e k:k :[Pl] e:e t:t :[Acc]"}, {"lemma": "feszültség", "tag": "[/N][Pl][Acc]", "morphana": "feszültség[/N]=feszültség+ek[Pl]=ek+et[Acc]=et", "readable": "feszültség[/N] + ek[Pl] + et[Acc]", "twolevel": "f:f e:e s:s z:z ü:ü l:l t:t s:s é:é g:g :[/N] e:e k:k :[Pl] e:e t:t :[Acc]"}]	feszültség	[/N][Pl][Acc]
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
magyarországi	" "	.	[{"lemma": "magyarországi", "tag": "[/Adj][Nom]", "morphana": "Magyarország[/N]=magyarország+i[_Adjz:i/Adj]=i+[Nom]=", "readable": "Magyarország[/N]=magyarország + i[_Adjz:i/Adj] + [Nom]", "twolevel": "m:M a:a g:g y:y a:a r:r o:o r:r s:s z:z á:á g:g :[/N] i:i :[_Adjz:i/Adj] :[Nom]"}]	magyarországi	[/Adj][Nom]
ellenzék	" "	.	[{"lemma": "ellenzék", "tag": "[/N][Nom]", "morphana": "ellenzék[/N]=ellenzék+[Nom]=", "readable": "ellenzék[/N] + [Nom]", "twolevel": "e:e l:l l:l e:e n:n z:z é:é k:k :[/N] :[Nom]"}]	ellenzék	[/N][Nom]
gerjeszti	" "	.	[{"lemma": "gerjeszt", "tag": "[/V][Prs.Def.3Sg]", "morphana": "gerjeszt[/V]=gerjeszt+i[Prs.Def.3Sg]=i", "readable": "gerjeszt[/V] + i[Prs.Def.3Sg]", "twolevel": "g:g e:e r:r j:j e:e s:s z:z t:t :[/V] i:i :[Prs.Def.3Sg]"}]	gerjeszt	[/V][Prs.Def.3Sg]
